Country,ISO_3,ISO_numeric,Region,Year,Population,Prevalence_100k_population,Prevalence_100k_population_low,Prevalence_100k_population_high,Prevalence,Prevalence_low,Prevalence_high,Prevalence_method,Mortality_100k_population,Mortality_100k_population_low,Mortality_100k_population_high,Deaths,Deaths_low,Deaths_high,HIV_mortality_100k_population,HIV_mortality_100k_population_low,HIV_mortality_100k_population_high,HIV_deaths,HIV_deaths_low,HIV_deaths_high,HIV_mortality_method,Incidence,Incidence_low,Incidence_high,Incidence_cases,Incidence_cases_low,Incidence_cases_high,Incidence_method,HIV_in_percent,HIV_in_percent_low,HIV_in_percent_high,HIV_incidence_100k_pupulation,HIV_incidence_100k_pupulation_low,HIV_incidence_100k_pupulation_high,HIV_incidence,HIV_incidence_low,HIV_incidence_high,Case_detection_rate,Case_detection_rate_low,Case_detection_rate_high
Cook Islands,COK,184,WPR,1992,17909,76.0,33.0,138.0,14.0,5.8,25.0,predicted,11.0,7.4,15.0,1.9,1.3,2.6,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,39.0,34.0,44.0,6.9,6.0,7.8,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1993,18103,58.0,26.0,103.0,11.0,4.8,19.0,predicted,7.6,5.2,11.0,1.4,0.93,1.9,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,32.0,28.0,36.0,5.8,5.0,6.5,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1994,18250,42.0,20.0,72.0,7.6,3.6,13.0,predicted,4.8,3.1,6.9,0.88,0.57,1.3,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,25.0,22.0,29.0,4.6,4.0,5.2,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1995,18305,16.0,4.9,34.0,3.0,0.89,6.3,predicted,0.44,0.09,1.1,0.08,0.02,0.2,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,11.0,14.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1996,18244,15.0,4.3,31.0,2.7,0.79,5.6,predicted,0.4,0.08,0.97,0.07,0.01,0.18,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.3,5.5,7.1,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1997,18093,17.0,7.0,30.0,3.0,1.3,5.5,predicted,1.1,0.48,2.1,0.2,0.09,0.38,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,11.0,14.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,1998,17915,9.6,2.8,20.0,1.7,0.51,3.6,predicted,0.26,0.05,0.63,0.05,0.01,0.11,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,0.0,121.64781536012732,154.44417429367292,0.0,39019.72636490251,47254.24441504179,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Cook Islands,COK,184,WPR,1999,17806,38.0,16.0,69.0,6.8,2.9,12.0,predicted,5.3,3.6,7.3,0.95,0.65,1.3,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,19.0,17.0,22.0,3.5,3.0,3.9,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2000,17826,7.4,2.2,16.0,1.3,0.39,2.8,predicted,0.29,0.09,0.6,0.05,0.02,0.11,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.5,5.7,7.3,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2001,18003,23.0,10.0,41.0,4.2,1.9,7.4,predicted,3.0,2.0,4.2,0.55,0.37,0.76,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,13.0,11.0,14.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2002,18308,7.6,2.8,15.0,1.4,0.51,2.7,predicted,0.37,0.12,0.79,0.07,0.02,0.14,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.3,5.5,7.1,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2003,18690,6.3,1.9,13.0,1.2,0.35,2.5,predicted,0.17,0.03,0.41,0.03,0.01,0.08,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,0.0,121.64781536012732,154.44417429367292,0.0,39019.72636490251,47254.24441504179,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Cook Islands,COK,184,WPR,2004,19072,7.2,2.6,14.0,1.4,0.51,2.7,predicted,0.35,0.11,0.74,0.07,0.02,0.14,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,6.0,5.3,6.8,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2005,19399,7.1,2.6,14.0,1.4,0.51,2.7,predicted,0.34,0.1,0.73,0.07,0.02,0.14,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,5.9,5.2,6.7,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2006,19656,7.0,2.5,14.0,1.4,0.49,2.7,predicted,0.32,0.09,0.7,0.06,0.02,0.14,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,5.9,5.1,6.6,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2007,19858,14.0,6.6,24.0,2.8,1.3,4.8,predicted,1.5,0.96,2.2,0.3,0.19,0.44,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,8.7,7.6,9.8,1.7,1.5,1.9,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Cook Islands,COK,184,WPR,2008,20016,21.0,9.5,37.0,4.2,1.9,7.3,predicted,2.7,1.8,3.7,0.54,0.36,0.75,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,11.0,10.0,13.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2009,20153,20.0,9.3,36.0,4.1,1.9,7.2,predicted,2.6,1.7,3.6,0.52,0.35,0.73,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,11.0,10.0,13.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2010,20284,6.6,2.0,14.0,1.3,0.4,2.9,predicted,0.18,0.04,0.44,0.04,0.01,0.09,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,0.0,121.64781536012732,154.44417429367292,0.0,39019.72636490251,47254.24441504179,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,68.21785056733034,61.959409120102755,75.85449154356668
Cook Islands,COK,184,WPR,2011,20409,7.0,2.1,15.0,1.4,0.42,3.0,predicted,0.2,0.04,0.47,0.04,0.01,0.1,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,5.6,4.9,6.4,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2012,20523,7.4,2.2,16.0,1.5,0.45,3.2,predicted,0.2,0.04,0.48,0.04,0.01,0.1,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,5.6,4.9,6.3,1.1,1.0,1.3,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Cook Islands,COK,184,WPR,2013,20629,18.0,8.5,31.0,3.7,1.7,6.4,predicted,2.0,1.2,2.9,0.41,0.26,0.59,0.0,14.224247954688485,24.824955947136562,0.0,2157.7013436123348,3812.193045940843,Indirect,11.0,9.8,13.0,2.3,2.0,2.6,Expert opinion,11.179119341563785,9.150985722130697,13.379266886326192,40.228274348422495,33.892320153761666,47.32637836353652,6095.426979423868,5215.147572762217,7363.644445359692,87.0,77.0,99.0
Costa Rica,CRI,188,AMR,1990,3078551,68.0,31.0,119.0,2100.0,950.0,3700.0,predicted,2.5,2.3,2.7,78.0,72.0,83.0,0.23,0.17,0.3,7.0,5.2,9.1,VR,29.0,26.0,33.0,900.0,810.0,1000.0,High income,1.1,0.93,1.4,0.33,0.29,0.39,10.0,8.8,12.0,26.0,23.0,28.0
Costa Rica,CRI,188,AMR,1991,3155979,61.0,29.0,104.0,1900.0,920.0,3300.0,predicted,3.1,2.8,3.3,97.0,89.0,100.0,0.22,0.18,0.27,7.0,5.6,8.5,VR,28.0,26.0,31.0,890.0,820.0,990.0,High income,1.3,1.1,1.6,0.38,0.33,0.43,12.0,10.0,14.0,23.0,20.0,25.0
Costa Rica,CRI,188,AMR,1992,3233568,55.0,27.0,91.0,1800.0,880.0,2900.0,predicted,3.2,3.0,3.4,100.0,98.0,110.0,0.22,0.17,0.26,7.0,5.6,8.5,VR,27.0,25.0,30.0,880.0,810.0,960.0,High income,1.5,1.3,1.7,0.4,0.35,0.45,13.0,11.0,14.0,13.0,12.0,15.0
Costa Rica,CRI,188,AMR,1993,3312307,48.0,25.0,79.0,1600.0,830.0,2600.0,predicted,2.5,2.4,2.7,84.0,80.0,89.0,0.21,0.17,0.26,7.0,5.6,8.5,VR,26.0,24.0,28.0,860.0,800.0,930.0,High income,1.7,1.5,2.0,0.44,0.39,0.51,15.0,13.0,17.0,36.0,34.0,39.0
Costa Rica,CRI,188,AMR,1994,3393575,43.0,23.0,70.0,1500.0,770.0,2400.0,predicted,2.5,2.4,2.6,85.0,82.0,90.0,0.21,0.17,0.25,7.0,5.6,8.5,VR,25.0,23.0,27.0,840.0,770.0,920.0,High income,1.9,1.6,2.2,0.47,0.41,0.54,16.0,14.0,18.0,39.0,35.0,42.0
Costa Rica,CRI,188,AMR,1995,3478197,38.0,20.0,62.0,1300.0,690.0,2200.0,predicted,2.3,2.2,2.3,79.0,76.0,82.0,0.17,0.13,0.22,6.0,4.6,7.6,VR,24.0,22.0,26.0,830.0,750.0,920.0,High income,2.2,1.8,2.6,0.52,0.46,0.61,18.0,16.0,21.0,71.0,64.0,78.0
Costa Rica,CRI,188,AMR,1996,3566605,33.0,17.0,56.0,1200.0,600.0,2000.0,predicted,2.5,2.4,2.6,89.0,86.0,92.0,0.2,0.15,0.25,7.0,5.2,9.1,VR,23.0,21.0,25.0,820.0,740.0,900.0,High income,2.9,2.4,3.4,0.65,0.58,0.76,23.0,21.0,27.0,78.0,71.0,86.0
Costa Rica,CRI,188,AMR,1997,3658020,29.0,14.0,51.0,1100.0,490.0,1900.0,predicted,2.3,2.3,2.4,86.0,84.0,88.0,0.19,0.14,0.25,7.0,5.2,9.1,VR,22.0,20.0,24.0,800.0,740.0,880.0,High income,3.8,3.3,4.4,0.83,0.75,0.96,30.0,28.0,35.0,86.0,79.0,94.0
Costa Rica,CRI,188,AMR,1998,3750585,26.0,11.0,47.0,970.0,410.0,1800.0,predicted,2.4,2.3,2.5,91.0,87.0,95.0,0.21,0.15,0.28,8.0,5.7,11.0,VR,21.0,19.0,23.0,790.0,730.0,850.0,High income,5.3,4.6,6.0,1.1,1.0,1.3,42.0,38.0,47.0,92.0,86.0,100.0
Costa Rica,CRI,188,AMR,1999,3841734,24.0,9.6,45.0,920.0,370.0,1700.0,predicted,2.4,2.3,2.5,92.0,89.0,96.0,0.23,0.15,0.33,9.0,5.9,13.0,VR,20.0,19.0,22.0,780.0,720.0,840.0,High income,6.8,6.0,7.6,1.4,1.2,1.5,53.0,48.0,58.0,110.0,100.0,120.0
Costa Rica,CRI,188,AMR,2000,3929588,23.0,9.5,43.0,910.0,370.0,1700.0,predicted,1.8,1.7,1.8,70.0,67.0,72.0,0.2,0.14,0.28,8.0,5.4,11.0,VR,20.0,18.0,21.0,770.0,700.0,820.0,High income,7.7,6.7,8.7,1.5,1.3,1.7,59.0,53.0,66.0,76.0,71.0,83.0
Costa Rica,CRI,188,AMR,2001,4013488,23.0,9.6,41.0,910.0,390.0,1700.0,predicted,2.0,1.9,2.0,78.0,75.0,82.0,0.17,0.13,0.22,7.0,5.3,8.9,VR,19.0,17.0,20.0,760.0,700.0,800.0,High income,7.3,6.4,8.2,1.4,1.2,1.5,55.0,49.0,61.0,83.0,79.0,91.0
Costa Rica,CRI,188,AMR,2002,4093840,22.0,9.7,40.0,910.0,400.0,1600.0,predicted,1.8,1.7,1.9,74.0,70.0,78.0,0.2,0.14,0.26,8.0,5.7,11.0,VR,18.0,17.0,19.0,740.0,690.0,790.0,High income,8.1,7.1,9.1,1.5,1.3,1.6,60.0,54.0,67.0,73.0,69.0,78.0
Costa Rica,CRI,188,AMR,2003,4171145,22.0,10.0,39.0,930.0,430.0,1600.0,predicted,1.7,1.6,1.7,69.0,65.0,73.0,0.24,0.18,0.3,10.0,7.7,13.0,VR,18.0,16.0,19.0,730.0,680.0,770.0,High income,8.8,7.8,9.9,1.5,1.4,1.7,65.0,58.0,72.0,75.0,71.0,80.0
Costa Rica,CRI,188,AMR,2004,4246336,22.0,11.0,37.0,930.0,450.0,1600.0,predicted,1.6,1.6,1.6,68.0,66.0,70.0,0.28,0.21,0.37,12.0,8.8,16.0,VR,17.0,16.0,18.0,720.0,670.0,770.0,High income,10.0,9.0,12.0,1.7,1.6,1.9,74.0,66.0,82.0,99.0,92.0,110.0
Costa Rica,CRI,188,AMR,2005,4320130,21.0,10.0,36.0,910.0,440.0,1500.0,predicted,1.4,1.3,1.4,60.0,58.0,61.0,0.3,0.23,0.38,13.0,10.0,16.0,VR,16.0,15.0,17.0,700.0,640.0,750.0,High income,11.0,9.4,12.0,1.7,1.6,1.9,75.0,68.0,84.0,76.0,71.0,83.0
Costa Rica,CRI,188,AMR,2006,4392493,20.0,9.8,34.0,880.0,430.0,1500.0,predicted,1.2,1.2,1.3,54.0,52.0,55.0,0.3,0.21,0.39,13.0,9.3,17.0,VR,15.0,14.0,16.0,680.0,630.0,720.0,High income,11.0,9.8,13.0,1.7,1.5,1.9,76.0,68.0,84.0,72.0,67.0,77.0
Costa Rica,CRI,188,AMR,2007,4463226,19.0,9.3,32.0,850.0,410.0,1400.0,predicted,0.82,0.76,0.87,36.0,34.0,39.0,0.29,0.21,0.38,13.0,9.5,17.0,VR,15.0,14.0,16.0,660.0,610.0,700.0,High income,11.0,10.0,13.0,1.7,1.5,1.9,75.0,68.0,84.0,83.0,78.0,90.0
Costa Rica,CRI,188,AMR,2008,4532711,18.0,8.8,31.0,820.0,400.0,1400.0,predicted,1.2,1.1,1.3,55.0,50.0,60.0,0.26,0.19,0.35,12.0,8.6,16.0,VR,14.0,13.0,15.0,640.0,590.0,680.0,High income,11.0,10.0,13.0,1.6,1.4,1.8,73.0,66.0,81.0,79.0,74.0,84.0
Costa Rica,CRI,188,AMR,2009,4601424,17.0,8.2,29.0,780.0,380.0,1300.0,predicted,0.96,0.9,1.0,44.0,41.0,47.0,0.26,0.18,0.35,12.0,8.4,16.0,VR,13.0,12.0,14.0,620.0,580.0,660.0,High income,12.0,11.0,14.0,1.6,1.5,1.8,76.0,68.0,84.0,72.0,67.0,77.0
Costa Rica,CRI,188,AMR,2010,4669685,16.0,7.7,27.0,750.0,360.0,1300.0,predicted,0.98,0.93,1.0,46.0,43.0,48.0,0.3,0.23,0.38,14.0,11.0,18.0,VR,13.0,12.0,14.0,600.0,550.0,650.0,High income,13.0,11.0,15.0,1.6,1.5,1.8,77.0,69.0,86.0,82.0,76.0,90.0
Costa Rica,CRI,188,AMR,2011,4737680,16.0,7.4,27.0,740.0,350.0,1300.0,predicted,1.2,1.1,1.3,57.0,54.0,61.0,0.25,0.2,0.32,12.0,9.3,15.0,VR,12.0,11.0,13.0,580.0,530.0,640.0,High income,12.0,11.0,14.0,1.5,1.3,1.7,71.0,63.0,79.0,88.0,81.0,96.0
Costa Rica,CRI,188,AMR,2012,4805295,15.0,7.2,26.0,730.0,350.0,1200.0,predicted,0.91,0.86,0.96,44.0,41.0,46.0,0.21,0.16,0.26,10.0,7.7,13.0,VR,12.0,11.0,13.0,570.0,510.0,640.0,High income,11.0,9.1,12.0,1.3,1.1,1.4,61.0,55.0,68.0,83.0,75.0,93.0
Costa Rica,CRI,188,AMR,2013,4872166,15.0,7.0,25.0,720.0,340.0,1200.0,predicted,0.67,0.61,0.73,33.0,30.0,35.0,0.16,0.13,0.2,8.0,6.3,9.9,VR imputed,11.0,10.0,13.0,560.0,490.0,640.0,High income,9.0,7.4,11.0,1.0,0.91,1.2,50.0,44.0,57.0,74.0,64.0,83.0
Côte d'Ivoire,CIV,384,AFR,1990,12115806,445.0,221.0,745.0,54000.0,27000.0,90000.0,predicted,67.0,48.0,87.0,8100.0,5800.0,11000.0,25.0,20.0,30.0,3000.0,2500.0,3700.0,Indirect,246.0,237.0,277.0,30000.0,29000.0,34000.0,Mortality,17.0,15.0,19.0,42.0,38.0,46.0,5000.0,4600.0,5600.0,26.0,23.0,27.0
Côte d'Ivoire,CIV,384,AFR,1991,12530078,479.0,239.0,800.0,60000.0,30000.0,100000.0,predicted,72.0,51.0,89.0,9000.0,6400.0,11000.0,33.0,27.0,40.0,4200.0,3400.0,5000.0,Indirect,273.0,263.0,298.0,34000.0,33000.0,37000.0,Mortality,20.0,18.0,22.0,55.0,52.0,59.0,6900.0,6500.0,7300.0,23.0,22.0,24.0
Côte d'Ivoire,CIV,384,AFR,1992,12950995,518.0,258.0,866.0,67000.0,33000.0,110000.0,predicted,77.0,55.0,92.0,10000.0,7200.0,12000.0,43.0,36.0,50.0,5500.0,4700.0,6500.0,Indirect,303.0,290.0,324.0,39000.0,38000.0,42000.0,Mortality,23.0,21.0,25.0,70.0,66.0,74.0,9000.0,8600.0,9500.0,23.0,22.0,24.0
Côte d'Ivoire,CIV,384,AFR,1993,13375363,554.0,277.0,926.0,74000.0,37000.0,120000.0,predicted,83.0,59.0,96.0,11000.0,7900.0,13000.0,53.0,45.0,61.0,7100.0,6100.0,8200.0,Indirect,333.0,315.0,353.0,45000.0,42000.0,47000.0,Mortality,26.0,24.0,28.0,86.0,81.0,92.0,11000.0,11000.0,12000.0,21.0,20.0,23.0
Côte d'Ivoire,CIV,384,AFR,1994,13798862,582.0,289.0,974.0,80000.0,40000.0,130000.0,predicted,87.0,62.0,99.0,12000.0,8600.0,14000.0,63.0,54.0,74.0,8700.0,7400.0,10000.0,Indirect,360.0,337.0,383.0,50000.0,47000.0,53000.0,Mortality,28.0,26.0,31.0,102.0,95.0,111.0,14000.0,13000.0,15000.0,28.0,26.0,30.0
Côte d'Ivoire,CIV,384,AFR,1995,14217430,595.0,297.0,994.0,85000.0,42000.0,140000.0,predicted,89.0,64.0,100.0,13000.0,9100.0,14000.0,73.0,62.0,84.0,10000.0,8800.0,12000.0,Indirect,379.0,354.0,404.0,54000.0,50000.0,57000.0,Mortality,31.0,28.0,34.0,117.0,108.0,128.0,17000.0,15000.0,18000.0,22.0,21.0,24.0
Côte d'Ivoire,CIV,384,AFR,1996,14632391,596.0,298.0,995.0,87000.0,44000.0,150000.0,predicted,89.0,64.0,101.0,13000.0,9300.0,15000.0,80.0,69.0,92.0,12000.0,10000.0,13000.0,Indirect,391.0,365.0,415.0,57000.0,53000.0,61000.0,Mortality,33.0,30.0,36.0,129.0,120.0,141.0,19000.0,18000.0,21000.0,23.0,22.0,25.0
Côte d'Ivoire,CIV,384,AFR,1997,15042149,585.0,295.0,972.0,88000.0,44000.0,150000.0,predicted,87.0,62.0,100.0,13000.0,9400.0,15000.0,85.0,74.0,96.0,13000.0,11000.0,14000.0,Indirect,394.0,369.0,413.0,59000.0,56000.0,62000.0,Mortality,35.0,32.0,38.0,137.0,130.0,148.0,21000.0,20000.0,22000.0,23.0,22.0,25.0
Côte d'Ivoire,CIV,384,AFR,1998,15436470,567.0,288.0,939.0,88000.0,44000.0,140000.0,predicted,83.0,60.0,98.0,13000.0,9200.0,15000.0,87.0,75.0,100.0,13000.0,12000.0,15000.0,Indirect,390.0,368.0,404.0,60000.0,57000.0,62000.0,Mortality,36.0,34.0,39.0,141.0,134.0,149.0,22000.0,21000.0,23000.0,25.0,24.0,26.0
Côte d'Ivoire,CIV,384,AFR,1999,15802248,545.0,280.0,896.0,86000.0,44000.0,140000.0,predicted,79.0,57.0,95.0,13000.0,9000.0,15000.0,86.0,73.0,100.0,14000.0,12000.0,16000.0,Indirect,381.0,357.0,399.0,60000.0,56000.0,63000.0,Mortality,37.0,34.0,40.0,141.0,134.0,150.0,22000.0,21000.0,24000.0,25.0,24.0,27.0
Côte d'Ivoire,CIV,384,AFR,2000,16131332,517.0,266.0,850.0,83000.0,43000.0,140000.0,predicted,74.0,53.0,89.0,12000.0,8600.0,14000.0,82.0,70.0,96.0,13000.0,11000.0,15000.0,Indirect,367.0,344.0,384.0,59000.0,56000.0,62000.0,Mortality,38.0,35.0,41.0,138.0,129.0,146.0,22000.0,21000.0,24000.0,25.0,24.0,27.0
Côte d'Ivoire,CIV,384,AFR,2001,16420173,487.0,252.0,796.0,80000.0,41000.0,130000.0,predicted,69.0,49.0,82.0,11000.0,8100.0,14000.0,77.0,65.0,89.0,13000.0,11000.0,15000.0,Indirect,350.0,328.0,364.0,57000.0,54000.0,60000.0,Mortality,38.0,35.0,41.0,132.0,123.0,140.0,22000.0,20000.0,23000.0,29.0,28.0,31.0
Côte d'Ivoire,CIV,384,AFR,2002,16674987,453.0,237.0,735.0,75000.0,40000.0,120000.0,predicted,63.0,45.0,75.0,10000.0,7500.0,13000.0,69.0,59.0,81.0,12000.0,9800.0,14000.0,Indirect,330.0,313.0,343.0,55000.0,52000.0,57000.0,Mortality,38.0,35.0,40.0,124.0,117.0,130.0,21000.0,20000.0,22000.0,29.0,28.0,31.0
Côte d'Ivoire,CIV,384,AFR,2003,16909801,419.0,223.0,676.0,71000.0,38000.0,110000.0,predicted,56.0,40.0,68.0,9500.0,6800.0,11000.0,61.0,52.0,72.0,10000.0,8700.0,12000.0,Indirect,309.0,295.0,321.0,52000.0,50000.0,54000.0,Mortality,37.0,35.0,40.0,115.0,109.0,121.0,19000.0,18000.0,20000.0,34.0,32.0,35.0
Côte d'Ivoire,CIV,384,AFR,2004,17144325,385.0,208.0,616.0,66000.0,36000.0,110000.0,predicted,50.0,36.0,61.0,8600.0,6100.0,10000.0,53.0,44.0,63.0,9100.0,7600.0,11000.0,Indirect,288.0,275.0,303.0,49000.0,47000.0,52000.0,Mortality,36.0,33.0,39.0,104.0,98.0,111.0,18000.0,17000.0,19000.0,41.0,39.0,43.0
Côte d'Ivoire,CIV,384,AFR,2005,17393994,356.0,194.0,566.0,62000.0,34000.0,99000.0,predicted,45.0,31.0,54.0,7800.0,5400.0,9500.0,44.0,37.0,52.0,7700.0,6400.0,9100.0,Indirect,267.0,254.0,283.0,47000.0,44000.0,49000.0,Mortality,35.0,32.0,38.0,93.0,88.0,101.0,16000.0,15000.0,18000.0,42.0,40.0,45.0
Côte d'Ivoire,CIV,384,AFR,2006,17662417,331.0,182.0,523.0,58000.0,32000.0,92000.0,predicted,40.0,28.0,49.0,7100.0,4900.0,8700.0,36.0,30.0,43.0,6400.0,5300.0,7500.0,Indirect,249.0,238.0,262.0,44000.0,42000.0,46000.0,Mortality,33.0,31.0,36.0,82.0,77.0,88.0,15000.0,14000.0,16000.0,47.0,45.0,49.0
Côte d'Ivoire,CIV,384,AFR,2007,17949061,306.0,169.0,481.0,55000.0,30000.0,86000.0,predicted,36.0,24.0,44.0,6400.0,4300.0,8000.0,30.0,25.0,35.0,5400.0,4500.0,6400.0,Indirect,233.0,222.0,245.0,42000.0,40000.0,44000.0,Mortality,32.0,29.0,34.0,74.0,70.0,79.0,13000.0,13000.0,14000.0,55.0,52.0,58.0
Côte d'Ivoire,CIV,384,AFR,2008,18260044,285.0,158.0,447.0,52000.0,29000.0,82000.0,predicted,32.0,22.0,41.0,5800.0,3900.0,7400.0,25.0,20.0,29.0,4500.0,3700.0,5300.0,Indirect,219.0,209.0,230.0,40000.0,38000.0,42000.0,Mortality,30.0,28.0,33.0,67.0,64.0,71.0,12000.0,12000.0,13000.0,59.0,56.0,62.0
